transaction_id,order_amount,payment_total,bank_total,settlement_gross_total,settlement_net_total,settlement_fee_total,settlement_tax_total,settlement_adjustment_total,settlement_refund_total,settlement_chargeback_total,payment_order_difference,bank_order_difference,settlement_gross_order_difference,settlement_net_order_difference,payment_bank_difference,bank_settlement_difference,payment_order_ratio,bank_order_ratio,settlement_gross_order_ratio,settlement_net_order_ratio,payment_count,bank_transaction_count,settlement_count,has_payment,has_settlement,has_multiple_payments,has_multiple_settlements,has_multiple_bank_transactions,has_refund,has_chargeback,has_adjustment,has_fee,has_tax,payment_success,payment_failed,payment_order_delay_days,settlement_order_delay_days,settlement_payment_delay_days,payment_date_available,settlement_date_available,payment_before_order,settlement_before_order,settlement_before_payment,payment_method,currency,merchant_id,target_exception,target_exception_type
TXN00766,799,799.0,799,1598.0,1569.72,23.96,4.32,0.0,0.0,0.0,0.0,0,799.0,770.72,0.0,-799.0,1.0,1.0,2.0,1.964605757196496,1.0,1,2.0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,CARD,INR,MERCHANT_001,1,DUPLICATE_SETTLEMENT
TXN00342,299,299.0,299,299.0,292.65,5.38,0.97,0.0,0.0,0.0,0.0,0,0.0,-6.350000000000023,0.0,0.0,1.0,1.0,1.0,0.97876254180602,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,CARD,INR,MERCHANT_001,0,NONE
TXN00542,9999,9999.0,9999,9999.0,9763.02,199.98,36.0,0.0,0.0,0.0,0.0,0,0.0,-235.9799999999996,0.0,0.0,1.0,1.0,1.0,0.9763996399639964,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,0,0,0,UPI,INR,MERCHANT_001,0,NONE
TXN00569,999,999.0,999,999.0,977.78,17.98,3.24,0.0,0.0,0.0,0.0,0,0.0,-21.220000000000027,0.0,0.0,1.0,1.0,1.0,0.9787587587587588,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,2,1,-1,1,1,0,0,1,WALLET,INR,MERCHANT_003,0,NONE
TXN00541,799,799.0,799,799.0,787.68,9.59,1.73,0.0,0.0,0.0,0.0,0,0.0,-11.32000000000005,0.0,0.0,1.0,1.0,1.0,0.9858322903629536,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,0,0,0,CARD,INR,MERCHANT_004,0,NONE
TXN00401,4999,4999.0,4999,4999.0,4910.52,74.98,13.5,0.0,0.0,0.0,0.0,0,0.0,-88.47999999999956,0.0,0.0,1.0,1.0,1.0,0.9823004600920184,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,NETBANKING,INR,MERCHANT_003,0,NONE
TXN00743,5999,5999.0,5999,5999.0,5892.82,89.98,16.2,0.0,0.0,0.0,0.0,0,0.0,-106.18000000000028,0.0,0.0,1.0,1.0,1.0,0.9823003833972328,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,2,3,1,1,1,0,0,0,NETBANKING,INR,MERCHANT_003,0,NONE
TXN00274,2499,2499.0,2499,2499.0,2445.92,44.98,8.1,0.0,0.0,0.0,0.0,0,0.0,-53.07999999999993,0.0,0.0,1.0,1.0,1.0,0.9787595038015208,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,0,0,0,UPI,INR,MERCHANT_002,0,NONE
TXN00759,4999,4999.0,4999,4999.0,4881.02,99.98,18.0,0.0,0.0,0.0,0.0,0,0.0,-117.97999999999956,0.0,0.0,1.0,1.0,1.0,0.9763992798559712,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,CARD,INR,MERCHANT_001,0,NONE
TXN00271,2499,2499.0,2499,2499.0,2454.77,37.48,6.75,0.0,0.0,0.0,0.0,0,0.0,-44.23000000000002,0.0,0.0,1.0,1.0,1.0,0.9823009203681472,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,3,3,1,1,0,0,0,CARD,INR,MERCHANT_002,0,NONE
TXN00134,3999,3999.0,3999,3999.0,3928.22,59.98,10.8,0.0,0.0,0.0,0.0,0,0.0,-70.7800000000002,0.0,0.0,1.0,1.0,1.0,0.982300575143786,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,CARD,INR,MERCHANT_002,0,NONE
TXN00169,499,499.0,499,499.0,487.22,9.98,1.8,0.0,0.0,0.0,0.0,0,0.0,-11.779999999999973,0.0,0.0,1.0,1.0,1.0,0.9763927855711424,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,0,0,0,NETBANKING,INR,MERCHANT_001,0,NONE
TXN00230,3999,3999.0,3999,3999.0,3199.2,59.98,10.8,0.0,0.0,0.0,0.0,0,0.0,-799.8000000000002,0.0,0.0,1.0,1.0,1.0,0.7999999999999999,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,UPI,INR,MERCHANT_003,1,PARTIAL_SETTLEMENT
TXN00364,299,299.0,299,299.0,291.94,5.98,1.08,0.0,0.0,0.0,0.0,0,0.0,-7.060000000000002,0.0,0.0,1.0,1.0,1.0,0.9763879598662208,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,0,0,0,WALLET,INR,MERCHANT_002,0,NONE
TXN00381,2499,2499.0,2499,2499.0,2445.92,44.98,8.1,0.0,0.0,0.0,0.0,0,0.0,-53.07999999999993,0.0,0.0,1.0,1.0,1.0,0.9787595038015208,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,UPI,INR,MERCHANT_003,0,NONE
TXN00198,2999,2999.0,2999,2999.0,2963.61,29.99,5.4,0.0,0.0,0.0,0.0,0,0.0,-35.38999999999987,0.0,0.0,1.0,1.0,1.0,0.9881993997999332,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,WALLET,INR,MERCHANT_005,0,NONE
TXN00802,3999,3999.0,3999,3999.0,3914.06,71.98,12.96,0.0,0.0,0.0,0.0,0,0.0,-84.94000000000005,0.0,0.0,1.0,1.0,1.0,0.9787596899224806,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,NETBANKING,INR,MERCHANT_002,0,NONE
TXN00482,799,799.0,799,799.0,787.68,9.59,1.73,0.0,0.0,0.0,0.0,0,0.0,-11.32000000000005,0.0,0.0,1.0,1.0,1.0,0.9858322903629536,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,3,2,1,1,0,0,0,CARD,INR,MERCHANT_005,0,NONE
TXN00090,499,499.0,499,499.0,491.93,5.99,1.08,0.0,0.0,0.0,0.0,0,0.0,-7.069999999999993,0.0,0.0,1.0,1.0,1.0,0.9858316633266532,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,NETBANKING,INR,MERCHANT_001,0,NONE
TXN00112,4999,4999.0,4999,4999.0,4940.01,49.99,9.0,0.0,0.0,0.0,0.0,0,0.0,-58.98999999999978,0.0,0.0,1.0,1.0,1.0,0.9881996399279857,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,NETBANKING,INR,MERCHANT_002,0,NONE
TXN00748,5999,5999.0,5999,5999.0,5892.82,89.98,16.2,0.0,0.0,0.0,0.0,0,0.0,-106.18000000000028,0.0,0.0,1.0,1.0,1.0,0.9823003833972328,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,0,0,0,UPI,INR,MERCHANT_002,0,NONE
TXN00646,999,999.0,999,999.0,977.78,17.98,3.24,0.0,0.0,0.0,0.0,0,0.0,-21.220000000000027,0.0,0.0,1.0,1.0,1.0,0.9787587587587588,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,CARD,INR,MERCHANT_004,0,NONE
TXN00391,7999,7999.0,7999,7999.0,7810.22,159.98,28.8,0.0,0.0,0.0,0.0,0,0.0,-188.77999999999972,0.0,0.0,1.0,1.0,1.0,0.976399549943743,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,0,0,0,WALLET,INR,MERCHANT_002,0,NONE
TXN00330,1499,1499.0,1499,1499.0,1477.77,17.99,3.24,0.0,0.0,0.0,0.0,0,0.0,-21.230000000000015,0.0,0.0,1.0,1.0,1.0,0.9858372248165445,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,2,2,0,1,1,0,0,0,WALLET,INR,MERCHANT_002,0,NONE
TXN00011,3999,3999.0,3999,3999.0,3904.62,79.98,14.4,0.0,0.0,0.0,0.0,0,0.0,-94.38000000000012,0.0,0.0,1.0,1.0,1.0,0.9763990997749435,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,2,1,-1,1,1,0,0,1,NETBANKING,INR,MERCHANT_003,0,NONE
TXN00516,999,999.0,999,999.0,681.62,14.98,2.7,0.0,299.7,0.0,0.0,0,0.0,-317.38,0.0,0.0,1.0,1.0,1.0,0.6823023023023023,1.0,1,1.0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,UPI,INR,MERCHANT_002,1,REFUND
TXN00653,4999,4999.0,4999,4999.0,4928.21,59.99,10.8,0.0,0.0,0.0,0.0,0,0.0,-70.78999999999996,0.0,0.0,1.0,1.0,1.0,0.9858391678335668,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,CARD,INR,MERCHANT_002,0,NONE
TXN00818,2499,2499.0,2499,2499.0,2463.61,29.99,5.4,0.0,0.0,0.0,0.0,0,0.0,-35.38999999999987,0.0,0.0,1.0,1.0,1.0,0.9858383353341336,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,2,1,-1,1,1,0,0,1,NETBANKING,INR,MERCHANT_001,0,NONE
TXN00173,799,799.0,799,799.0,787.68,9.59,1.73,0.0,0.0,0.0,0.0,0,0.0,-11.32000000000005,0.0,0.0,1.0,1.0,1.0,0.9858322903629536,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,0,0,0,NETBANKING,INR,MERCHANT_002,0,NONE
TXN00050,999,999.0,999,999.0,0.0,14.98,2.7,0.0,0.0,0.0,0.0,0,0.0,-999.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,0,0,0,WALLET,INR,MERCHANT_004,1,AMOUNT_MISMATCH
TXN00687,1499,1499.0,1499,1499.0,1463.62,29.98,5.4,0.0,0.0,0.0,0.0,0,0.0,-35.38000000000011,0.0,0.0,1.0,1.0,1.0,0.9763975983989326,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,UPI,INR,MERCHANT_001,0,NONE
TXN00394,5999,5999.0,5999,5999.0,1372.33,107.98,19.44,0.0,0.0,4499.25,0.0,0,0.0,-4626.67,0.0,0.0,1.0,1.0,1.0,0.2287597932988831,1.0,1,1.0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,WALLET,INR,MERCHANT_003,1,CHARGEBACK
TXN00585,4999,4999.0,4999,4999.0,4940.01,49.99,9.0,0.0,0.0,0.0,0.0,0,0.0,-58.98999999999978,0.0,0.0,1.0,1.0,1.0,0.9881996399279857,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,2,2,0,1,1,0,0,0,UPI,INR,MERCHANT_005,0,NONE
TXN00267,299,299.0,299,299.0,295.47,2.99,0.54,0.0,0.0,0.0,0.0,0,0.0,-3.5299999999999727,0.0,0.0,1.0,1.0,1.0,0.9881939799331104,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,0,0,0,NETBANKING,INR,MERCHANT_004,0,NONE
TXN00952,2999,2999.0,2999,2999.0,2935.3,53.98,9.72,0.0,0.0,0.0,0.0,0,0.0,-63.69999999999982,0.0,0.0,1.0,1.0,1.0,0.978759586528843,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,CARD,INR,MERCHANT_003,0,NONE
TXN00180,5999,5999.0,5999,5999.0,5857.42,119.98,21.6,0.0,0.0,0.0,0.0,0,0.0,-141.57999999999993,0.0,0.0,1.0,1.0,1.0,0.9763993998999834,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,NETBANKING,INR,MERCHANT_003,0,NONE
TXN00306,7999,7999.0,7999,7999.0,7857.42,119.98,21.6,0.0,0.0,0.0,0.0,0,0.0,-141.57999999999993,0.0,0.0,1.0,1.0,1.0,0.982300287535942,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,2,1,-1,1,1,0,0,1,NETBANKING,INR,MERCHANT_005,0,NONE
TXN00493,2999,2999.0,2999,2999.0,2963.61,29.99,5.4,0.0,0.0,0.0,0.0,0,0.0,-35.38999999999987,0.0,0.0,1.0,1.0,1.0,0.9881993997999332,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,0,0,0,WALLET,INR,MERCHANT_001,0,NONE
TXN00490,1999,1999.0,1999,1999.0,1856.54,35.98,6.48,-100.0,0.0,0.0,0.0,0,0.0,-142.46000000000004,0.0,0.0,1.0,1.0,1.0,0.9287343671835918,1.0,1,1.0,1,1,0,0,0,0,0,1,1,1,1,0,0,3,3,1,1,0,0,0,CARD,INR,MERCHANT_001,1,UNKNOWN_ADJUSTMENT
TXN00532,9999,9999.0,9999,9999.0,9763.02,199.98,36.0,0.0,0.0,0.0,0.0,0,0.0,-235.9799999999996,0.0,0.0,1.0,1.0,1.0,0.9763996399639964,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,CARD,INR,MERCHANT_004,0,NONE
TXN00806,1999,1999.0,1999,1999.0,1970.69,23.99,4.32,0.0,0.0,0.0,0.0,0,0.0,-28.309999999999945,0.0,0.0,1.0,1.0,1.0,0.9858379189594798,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,2,3,1,1,1,0,0,0,UPI,INR,MERCHANT_003,0,NONE
TXN00655,4999,4999.0,4999,4999.0,4881.02,99.98,18.0,0.0,0.0,0.0,0.0,0,0.0,-117.97999999999956,0.0,0.0,1.0,1.0,1.0,0.9763992798559712,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,0,0,0,CARD,INR,MERCHANT_003,0,NONE
TXN00663,799,799.0,799,799.0,782.03,14.38,2.59,0.0,0.0,0.0,0.0,0,0.0,-16.970000000000027,0.0,0.0,1.0,1.0,1.0,0.9787609511889862,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,WALLET,INR,MERCHANT_004,0,NONE
TXN00176,999,999.0,999,999.0,987.21,9.99,1.8,0.0,0.0,0.0,0.0,0,0.0,-11.789999999999964,0.0,0.0,1.0,1.0,1.0,0.9881981981981982,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,NETBANKING,INR,MERCHANT_001,0,NONE
TXN00471,1499,1499.0,1499,1499.0,1467.16,26.98,4.86,0.0,0.0,0.0,0.0,0,0.0,-31.83999999999992,0.0,0.0,1.0,1.0,1.0,0.9787591727818546,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,CARD,INR,MERCHANT_002,0,NONE
TXN00472,799,799.0,799,799.0,780.14,15.98,2.88,0.0,0.0,0.0,0.0,0,0.0,-18.860000000000014,0.0,0.0,1.0,1.0,1.0,0.97639549436796,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,0,0,0,WALLET,INR,MERCHANT_003,0,NONE
TXN00059,199,199.0,199,199.0,195.48,2.98,0.54,0.0,0.0,0.0,0.0,0,0.0,-3.5200000000000102,0.0,0.0,1.0,1.0,1.0,0.9823115577889446,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,0,0,0,UPI,INR,MERCHANT_005,0,NONE
TXN00713,299,299.0,299,299.0,295.47,2.99,0.54,0.0,0.0,0.0,0.0,0,0.0,-3.5299999999999727,0.0,0.0,1.0,1.0,1.0,0.9881939799331104,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,3,2,1,1,0,0,0,UPI,INR,MERCHANT_001,0,NONE
TXN00680,1499,1499.0,1499,1499.0,1467.16,26.98,4.86,0.0,0.0,0.0,0.0,0,0.0,-31.83999999999992,0.0,0.0,1.0,1.0,1.0,0.9787591727818546,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,UPI,INR,MERCHANT_004,0,NONE
TXN00609,1499,1499.0,1499,1499.0,1472.47,22.48,4.05,0.0,0.0,0.0,0.0,0,0.0,-26.529999999999973,0.0,0.0,1.0,1.0,1.0,0.9823015343562376,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,2,2,0,1,1,0,0,0,CARD,INR,MERCHANT_001,0,NONE
TXN00343,499,499.0,499,499.0,488.4,8.98,1.62,0.0,0.0,0.0,0.0,0,0.0,-10.600000000000025,0.0,0.0,1.0,1.0,1.0,0.97875751503006,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,WALLET,INR,MERCHANT_004,1,WRONG_TRANSACTION_REFERENCE
TXN00797,199,199.0,199,199.0,196.65,1.99,0.36,0.0,0.0,0.0,0.0,0,0.0,-2.3499999999999943,0.0,0.0,1.0,1.0,1.0,0.9881909547738694,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,CARD,INR,MERCHANT_005,0,NONE
TXN00403,3999,3999.0,3999,3999.0,3904.62,79.98,14.4,0.0,0.0,0.0,0.0,0,0.0,-94.38000000000012,0.0,0.0,1.0,1.0,1.0,0.9763990997749435,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,CARD,INR,MERCHANT_002,0,NONE
TXN00209,7999,7999.0,7999,7999.0,7810.22,159.98,28.8,0.0,0.0,0.0,0.0,0,0.0,-188.77999999999972,0.0,0.0,1.0,1.0,1.0,0.976399549943743,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,CARD,INR,MERCHANT_004,0,NONE
TXN00664,1499,1499.0,1499,1499.0,1481.31,14.99,2.7,0.0,0.0,0.0,0.0,0,0.0,-17.690000000000055,0.0,0.0,1.0,1.0,1.0,0.9881987991994664,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,NETBANKING,INR,MERCHANT_005,0,NONE
TXN00454,299,299.0,299,299.0,293.71,4.48,0.81,0.0,0.0,0.0,0.0,0,0.0,-5.2900000000000205,0.0,0.0,1.0,1.0,1.0,0.9823076923076922,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,2,2,0,1,1,0,0,0,CARD,INR,MERCHANT_003,0,NONE
TXN00174,499,499.0,499,499.0,490.17,7.48,1.35,0.0,0.0,0.0,0.0,0,0.0,-8.829999999999984,0.0,0.0,1.0,1.0,1.0,0.9823046092184368,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,2,3,1,1,1,0,0,0,UPI,INR,MERCHANT_002,0,NONE
TXN00239,499,499.0,499,499.0,490.17,7.48,1.35,0.0,0.0,0.0,0.0,0,0.0,-8.829999999999984,0.0,0.0,1.0,1.0,1.0,0.9823046092184368,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,CARD,INR,MERCHANT_004,0,NONE
TXN00941,2499,0.0,2499,2499.0,2463.61,29.99,5.4,0.0,0.0,0.0,-2499.0,0,0.0,-35.38999999999987,-2499.0,0.0,0.0,1.0,1.0,0.9858383353341336,0.0,1,1.0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,0,1,1,0,0,0,NETBANKING,INR,MERCHANT_002,1,MISSING_PAYMENT
