transaction_id,order_id,customer_id,merchant_id,order_date,order_amount,currency,payment_method
TXN00208,ORD00208,CUST0120,MERCHANT_004,2026-01-12,1499,INR,WALLET
TXN00209,ORD00209,CUST0196,MERCHANT_004,2026-06-19,7999,INR,CARD
TXN00210,ORD00210,CUST0254,MERCHANT_001,2026-02-02,2999,INR,NETBANKING
TXN00211,ORD00211,CUST0052,MERCHANT_004,2026-01-26,2999,INR,WALLET
TXN00212,ORD00212,CUST0008,MERCHANT_002,2026-04-15,9999,INR,CARD
TXN00213,ORD00213,CUST0039,MERCHANT_004,2026-03-09,1499,INR,WALLET
TXN00214,ORD00214,CUST0042,MERCHANT_003,2026-06-22,9999,INR,WALLET
TXN00215,ORD00215,CUST0163,MERCHANT_004,2026-05-19,199,INR,UPI
TXN00216,ORD00216,CUST0121,MERCHANT_003,2026-02-28,5999,INR,UPI
TXN00217,ORD00217,CUST0223,MERCHANT_001,2026-06-12,5999,INR,UPI
TXN00218,ORD00218,CUST0228,MERCHANT_002,2026-06-27,999,INR,UPI
TXN00219,ORD00219,CUST0024,MERCHANT_003,2026-01-15,999,INR,NETBANKING
TXN00220,ORD00220,CUST0192,MERCHANT_004,2026-02-07,799,INR,WALLET
TXN00221,ORD00221,CUST0290,MERCHANT_002,2026-02-13,499,INR,UPI
TXN00222,ORD00222,CUST0196,MERCHANT_005,2026-06-24,799,INR,WALLET
TXN00223,ORD00223,CUST0299,MERCHANT_002,2026-03-01,2499,INR,NETBANKING
TXN00224,ORD00224,CUST0236,MERCHANT_003,2026-06-20,199,INR,WALLET
TXN00225,ORD00225,CUST0148,MERCHANT_005,2026-02-10,299,INR,WALLET
TXN00226,ORD00226,CUST0177,MERCHANT_005,2026-03-18,4999,INR,WALLET
TXN00227,ORD00227,CUST0129,MERCHANT_004,2026-03-19,799,INR,WALLET
TXN00228,ORD00228,CUST0248,MERCHANT_001,2026-03-02,1999,INR,NETBANKING
TXN00229,ORD00229,CUST0295,MERCHANT_003,2026-06-29,999,INR,UPI
TXN00230,ORD00230,CUST0203,MERCHANT_003,2026-01-03,3999,INR,UPI
TXN00231,ORD00231,CUST0255,MERCHANT_003,2026-02-28,3999,INR,NETBANKING
TXN00232,ORD00232,CUST0113,MERCHANT_002,2026-06-08,999,INR,CARD
TXN00233,ORD00233,CUST0050,MERCHANT_001,2026-03-21,7999,INR,WALLET
TXN00234,ORD00234,CUST0018,MERCHANT_005,2026-04-04,5999,INR,CARD
TXN00235,ORD00235,CUST0047,MERCHANT_003,2026-03-25,5999,INR,WALLET
TXN00236,ORD00236,CUST0090,MERCHANT_002,2026-02-03,7999,INR,NETBANKING
TXN00237,ORD00237,CUST0272,MERCHANT_005,2026-03-11,9999,INR,CARD
TXN00238,ORD00238,CUST0132,MERCHANT_004,2026-03-17,5999,INR,NETBANKING
TXN00239,ORD00239,CUST0059,MERCHANT_004,2026-01-20,499,INR,CARD
TXN00240,ORD00240,CUST0204,MERCHANT_005,2026-04-04,299,INR,WALLET
TXN00241,ORD00241,CUST0008,MERCHANT_003,2026-05-18,299,INR,WALLET
TXN00242,ORD00242,CUST0189,MERCHANT_003,2026-05-30,1999,INR,NETBANKING
TXN00243,ORD00243,CUST0056,MERCHANT_002,2026-05-01,199,INR,NETBANKING
TXN00244,ORD00244,CUST0114,MERCHANT_001,2026-06-12,9999,INR,WALLET
TXN00245,ORD00245,CUST0155,MERCHANT_004,2026-01-30,499,INR,UPI
TXN00246,ORD00246,CUST0020,MERCHANT_003,2026-05-07,299,INR,UPI
TXN00247,ORD00247,CUST0121,MERCHANT_005,2026-02-04,1999,INR,WALLET
TXN00248,ORD00248,CUST0190,MERCHANT_005,2026-04-18,3999,INR,CARD
TXN00249,ORD00249,CUST0213,MERCHANT_001,2026-05-06,3999,INR,WALLET
TXN00250,ORD00250,CUST0144,MERCHANT_001,2026-06-26,1499,INR,CARD
TXN00251,ORD00251,CUST0228,MERCHANT_004,2026-03-02,9999,INR,NETBANKING
TXN00252,ORD00252,CUST0051,MERCHANT_003,2026-05-20,4999,INR,NETBANKING
TXN00253,ORD00253,CUST0032,MERCHANT_004,2026-03-12,799,INR,UPI
TXN00254,ORD00254,CUST0233,MERCHANT_001,2026-06-19,799,INR,UPI
TXN00255,ORD00255,CUST0026,MERCHANT_003,2026-03-04,499,INR,CARD
TXN00256,ORD00256,CUST0036,MERCHANT_005,2026-02-23,3999,INR,CARD
TXN00257,ORD00257,CUST0120,MERCHANT_003,2026-02-07,7999,INR,UPI
TXN00258,ORD00258,CUST0142,MERCHANT_002,2026-02-03,2999,INR,NETBANKING
TXN00259,ORD00259,CUST0090,MERCHANT_001,2026-06-19,9999,INR,UPI
TXN00260,ORD00260,CUST0068,MERCHANT_001,2026-04-02,7999,INR,CARD
TXN00261,ORD00261,CUST0166,MERCHANT_001,2026-02-14,999,INR,UPI
TXN00262,ORD00262,CUST0065,MERCHANT_004,2026-05-15,299,INR,UPI
TXN00263,ORD00263,CUST0244,MERCHANT_004,2026-04-03,2999,INR,UPI
TXN00264,ORD00264,CUST0232,MERCHANT_005,2026-02-26,3999,INR,UPI
TXN00265,ORD00265,CUST0267,MERCHANT_003,2026-04-28,4999,INR,UPI
TXN00266,ORD00266,CUST0032,MERCHANT_004,2026-04-13,1999,INR,UPI
TXN00267,ORD00267,CUST0252,MERCHANT_004,2026-01-19,299,INR,NETBANKING
TXN00268,ORD00268,CUST0076,MERCHANT_001,2026-02-02,999,INR,NETBANKING
TXN00269,ORD00269,CUST0196,MERCHANT_005,2026-05-16,999,INR,WALLET
TXN00270,ORD00270,CUST0259,MERCHANT_005,2026-04-21,299,INR,UPI
TXN00271,ORD00271,CUST0283,MERCHANT_002,2026-04-21,2499,INR,CARD
TXN00272,ORD00272,CUST0212,MERCHANT_003,2026-04-27,1999,INR,WALLET
TXN00273,ORD00273,CUST0049,MERCHANT_003,2026-04-20,1499,INR,NETBANKING
TXN00274,ORD00274,CUST0192,MERCHANT_002,2026-06-25,2499,INR,UPI
TXN00275,ORD00275,CUST0047,MERCHANT_001,2026-01-24,1999,INR,UPI
TXN00276,ORD00276,CUST0191,MERCHANT_002,2026-05-23,199,INR,NETBANKING
TXN00277,ORD00277,CUST0063,MERCHANT_004,2026-04-01,9999,INR,WALLET
TXN00278,ORD00278,CUST0027,MERCHANT_003,2026-06-03,999,INR,NETBANKING
TXN00279,ORD00279,CUST0054,MERCHANT_005,2026-05-10,799,INR,CARD
TXN00280,ORD00280,CUST0247,MERCHANT_002,2026-01-28,1499,INR,NETBANKING
TXN00281,ORD00281,CUST0059,MERCHANT_003,2026-05-27,799,INR,WALLET
TXN00282,ORD00282,CUST0288,MERCHANT_005,2026-06-07,4999,INR,UPI
TXN00283,ORD00283,CUST0137,MERCHANT_001,2026-02-16,999,INR,NETBANKING
TXN00284,ORD00284,CUST0174,MERCHANT_003,2026-01-02,499,INR,CARD
TXN00285,ORD00285,CUST0290,MERCHANT_004,2026-01-18,499,INR,UPI
TXN00286,ORD00286,CUST0047,MERCHANT_005,2026-02-25,1999,INR,WALLET
TXN00287,ORD00287,CUST0233,MERCHANT_003,2026-02-10,1499,INR,NETBANKING
TXN00288,ORD00288,CUST0167,MERCHANT_005,2026-06-02,299,INR,UPI
TXN00289,ORD00289,CUST0080,MERCHANT_002,2026-06-08,199,INR,UPI
TXN00290,ORD00290,CUST0140,MERCHANT_004,2026-06-19,1999,INR,WALLET
TXN00291,ORD00291,CUST0227,MERCHANT_004,2026-03-11,799,INR,UPI
TXN00292,ORD00292,CUST0177,MERCHANT_004,2026-01-29,999,INR,WALLET
TXN00293,ORD00293,CUST0270,MERCHANT_003,2026-01-12,799,INR,WALLET
TXN00294,ORD00294,CUST0029,MERCHANT_001,2026-02-22,999,INR,CARD
TXN00295,ORD00295,CUST0071,MERCHANT_003,2026-03-16,1499,INR,UPI
TXN00296,ORD00296,CUST0004,MERCHANT_004,2026-04-21,499,INR,CARD
TXN00297,ORD00297,CUST0195,MERCHANT_005,2026-06-30,799,INR,NETBANKING
TXN00298,ORD00298,CUST0037,MERCHANT_004,2026-01-11,1999,INR,UPI
TXN00299,ORD00299,CUST0236,MERCHANT_001,2026-03-22,3999,INR,WALLET
TXN00300,ORD00300,CUST0294,MERCHANT_004,2026-06-13,1999,INR,NETBANKING
TXN00301,ORD00301,CUST0059,MERCHANT_004,2026-01-06,1499,INR,CARD
TXN00302,ORD00302,CUST0236,MERCHANT_003,2026-01-23,1999,INR,UPI
TXN00303,ORD00303,CUST0125,MERCHANT_004,2026-05-31,1999,INR,UPI
TXN00304,ORD00304,CUST0203,MERCHANT_003,2026-03-28,799,INR,NETBANKING
TXN00305,ORD00305,CUST0087,MERCHANT_001,2026-05-11,4999,INR,UPI
TXN00306,ORD00306,CUST0272,MERCHANT_005,2026-02-19,7999,INR,NETBANKING
TXN00307,ORD00307,CUST0180,MERCHANT_002,2026-03-02,299,INR,CARD
TXN00308,ORD00308,CUST0132,MERCHANT_002,2026-02-14,3999,INR,CARD
TXN00309,ORD00309,CUST0039,MERCHANT_002,2026-06-10,2499,INR,WALLET
TXN00310,ORD00310,CUST0289,MERCHANT_005,2026-04-25,4999,INR,NETBANKING
TXN00311,ORD00311,CUST0162,MERCHANT_002,2026-04-23,299,INR,WALLET
